"","V1"
"1",-8.19503524101406
"2",-2.14210229925811
"3",-5.58496887329966
"4",-0.699878358282149
"5",-8.70186668355018
"6",-8.30329078715295
"7",-5.36746446974576
"8",9.30179282557219
"9",-9.26592867821455
"10",-4.4471755810082
"11",-3.15778375603259
"12",2.61296200565994
"13",-7.29071456938982
"14",-5.96389098437138
"15",-9.00635684917494
"16",0.614616953928805
"17",0.654894781926525
"18",9.84486798290163
"19",1.70786438975483
"20",9.20004387851804
"21",-9.34078447520733
"22",4.66574687510729
"23",1.58403641078621
"24",-6.33526222780347
"25",-9.70364786218852
"26",-4.59807093255222
"27",9.67456107027829
"28",2.68921898212284
"29",2.63760144822299
"30",6.23676236253232
"31",-7.3375809006393
"32",9.43851768039167
"33",-7.89552677888423
"34",-8.20026768201314
"35",-7.86262017815222
"36",-1.59759084694088
"37",8.45741940022804
"38",5.5741994700421
"39",9.12587952151553
"40",8.93130269501476
"41",8.89183603382653
"42",8.91753437860218
"43",6.37779585859489
"44",6.84581473542347
"45",-9.20648124272671
"46",-6.64940699661659
"47",-9.16892099866366
"48",9.93435228784271
"49",7.6252748061422
"50",0.223460449201634
"51",8.24713543695491
"52",-6.78908810064852
"53",-1.69438871013528
"54",6.05387709569186
"55",7.54733421839774
"56",-8.92779759597033
"57",-6.61152840126306
"58",6.43151992000639
"59",4.58808134309947
"60",8.63553016661715
"61",-8.46606250633431
"62",-5.17265989201012
"63",-4.10365554607757
"64",4.6068418890228
"65",5.02925534929785
"66",-2.17670161842106
"67",1.49899810447616
"68",-5.25952945481482
"69",0.55476254603441
"70",-0.398213125634884
"71",2.23484685897529
"72",8.31433497587946
"73",2.49109085306352
"74",9.47400341071621
"75",0.966056632838415
"76",-8.53194639949347
"77",5.01857207942897
"78",9.45203689917597
"79",-2.15415010703623
"80",-7.19230968347784
"81",-1.20202830932882
"82",7.43761076763093
"83",1.54491497557916
"84",4.14616125635803
"85",8.55147077236325
"86",-0.850994032807648
"87",4.91312730591744
"88",-9.43280599317785
"89",7.85272475188585
"90",5.34212732615998
"91",-6.15166121464708
"92",2.01665561811712
"93",0.789738407323338
"94",-2.95319923148199
"95",-6.0060723769582
"96",-8.29842565012025
"97",-1.90749196471349
"98",-5.79120756424821
"99",-3.60723235632467
"100",3.96175154036112
"101",-7.95263661726298
"102",-3.23742621549875
"103",-2.49743206517397
"104",-4.75536573707746
"105",3.08710717602228
"106",-0.425933308380955
"107",2.64199844504614
"108",-4.35067579435594
"109",-6.81615044975129
"110",-9.15210235819957
"111",6.95955945180798
"112",-2.65509949864182
"113",-0.970043535344303
"114",0.223663905635476
"115",2.86449328724977
"116",-9.96603987056092
"117",4.53638078281437
"118",-9.15388086032891
"119",-9.48902814108652
"120",-9.53401710558099
"121",-6.35059026773076
"122",-9.79663336428349
"123",0.706649389834277
"124",9.48375044243734
"125",8.65522352769767
"126",-9.47745456074092
"127",7.81795599720632
"128",-0.0410004489785124
"129",-0.615140211374851
"130",-6.63639941853453
"131",5.81490411065522
"132",-1.33009421119357
"133",-0.0671856787794528
"134",5.81054214070384
"135",-10.1599602943981
"136",-7.87056466654633
"137",9.39312462369566
"138",7.63751469013368
"139",8.1299445271343
"140",-5.02597261563515
"141",-7.98923399440615
"142",4.56843233667314
"143",3.69713084306568
"144",8.93404482277624
"145",2.12679340820502
"146",2.58081228508069
"147",4.30892130950398
"148",-4.32639263116975
"149",-8.7941243618445
"150",6.8354774703163
"151",-6.7626658167068
"152",-10.0094423187989
"153",2.27342002403142
"154",3.82053832328099
"155",7.87460103081166
"156",-0.559722447568894
"157",-2.55434399150176
"158",-7.94514156537426
"159",0.598085768115085
"160",9.18703110196976
"161",-2.32139094416452
"162",-4.62272368480081
"163",-5.61480952585423
"164",5.12116012603028
"165",7.17270269017888
"166",-6.44554300192389
"167",-2.47926197781961
"168",8.85543312475451
"169",-0.929195968414703
"170",-5.1803122414276
"171",4.71557598766537
"172",5.20785315879351
"173",4.42791613049213
"174",3.38202669208627
"175",7.32036616516754
"176",9.61193672980699
"177",-1.64803603372613
"178",5.63694217174528
"179",-9.66074260711068
"180",-5.17274391988922
"181",5.22495261040757
"182",-1.57085599545279
"183",-10.101583143968
"184",4.08312791173601
"185",-0.489403955322335
"186",9.33225109973207
"187",-1.2563028788715
"188",-7.97638283028598
"189",9.51543876423991
"190",-4.25012190913009
"191",-2.72660955364185
"192",6.73138838075087
"193",-8.92595575940191
"194",4.56186356712801
"195",9.32635168709212
"196",0.666386202891354
"197",-3.95702190958822
"198",4.81858240906149
"199",3.97258267491056
"200",1.13638760143498
"201",-8.78669630267073
"202",2.56312372157564
"203",0.479023119320154
"204",1.15062184723075
"205",-3.3035836003606
"206",-7.4327061273349
"207",6.59060866031011
"208",-4.37920256150255
"209",-6.84763431555619
"210",8.24797376515019
"211",9.02157431935814
"212",4.7366046901744
"213",-6.57011008504956
"214",1.041652537206
"215",3.18044679513293
"216",5.19986074668475
"217",-7.94659742889218
"218",-6.71573023806242
"219",0.0172043170573627
"220",7.19667895840239
"221",-4.14474308466483
"222",4.15643278862988
"223",4.52014968357201
"224",6.30480026146832
"225",-1.11304524467433
"226",5.59227465872158
"227",-4.49019677639313
"228",4.8948582784448
"229",4.42190360449137
"230",4.79357859256362
"231",8.33767000292631
"232",0.287313059040289
"233",1.52250667946505
"234",1.53660962564035
"235",-7.89192563613575
"236",1.55656011659369
"237",5.73168178435945
"238",-3.25904399380427
"239",-5.35125653056874
"240",-1.42211720253637
"241",-2.47243969264628
"242",2.2342356570429
"243",5.20007409883625
"244",4.80711683168687
"245",8.24295728191197
"246",5.20838018191162
"247",-2.19250546147725
"248",7.04921121146122
"249",-1.33950495496434
"250",8.15425404787455
"251",1.84245576063983
"252",5.68578287506593
"253",-9.95612044940661
"254",-2.7030960097909
"255",-5.54948556246811
"256",0.847865454671564
"257",9.45259227400704
"258",-6.25913253548394
"259",4.061001406955
"260",-8.20685457081412
"261",5.61136677374865
"262",-2.30937462482627
"263",5.54578395728323
"264",-8.02451718836038
"265",6.22594440260256
"266",-6.91090757308544
"267",0.453637960029613
"268",4.00851799208328
"269",5.84829764960489
"270",2.11989631619899
"271",-0.045852297441473
"272",7.62584876747563
"273",-9.76807446050153
"274",-5.04432912399177
"275",9.53447101554865
"276",4.33885676514521
"277",1.46729525479816
"278",-7.12727905649724
"279",4.56524352889772
"280",-1.13008439949981
"281",7.26247499857052
"282",1.44582220818847
"283",-3.98613929244995
"284",-4.6883008989096
"285",-6.0338650429727
"286",-8.18427603761061
"287",-3.47072517740256
"288",-8.28288562816126
"289",-7.79126631817991
"290",0.447448865118281
"291",-1.25261217446389
"292",6.49824163045481
"293",9.19470253155948
"294",-6.39097068787279
"295",-7.94740222093371
"296",-3.59491150573222
"297",-6.413923808535
"298",-5.96958885363731
"299",7.01444496464147
"300",-1.01201171398661
"301",8.32786135457354
"302",-2.36484901586611
"303",2.07524733129606
"304",-2.03454208512488
"305",-6.98289480020251
"306",2.63445844104173
"307",8.55850956440031
"308",-0.867438162258882
"309",3.2349005832196
"310",0.639621121808887
"311",7.73631693273733
"312",8.80670158977449
"313",-7.12358228937858
"314",-3.18948178875978
"315",3.59279148502356
"316",-8.91242004456654
"317",-6.05490314192169
"318",-6.55791222597186
"319",-8.28896460202671
"320",7.9813303014724
"321",3.68127956164429
"322",5.84637990566239
"323",-1.83344276816303
"324",8.01165663414725
"325",-2.88913610803228
"326",-5.31756974938483
"327",7.95624686386706
"328",-5.06516599073126
"329",-1.03770520195044
"330",-4.5848731021168
"331",8.65125126026673
"332",4.04977479338092
"333",3.50187239003434
"334",2.8320052953033
"335",3.58790177082301
"336",3.32923493990916
"337",-1.22534663235487
"338",-3.86879212688655
"339",9.23427964710423
"340",-2.63206010006853
"341",-5.49988067929682
"342",-0.0412402051330435
"343",1.2021872266351
"344",9.07276923449755
"345",6.0058960408055
"346",7.84575219193562
"347",2.1726725860193
"348",5.00604728267748
"349",-7.3577425053446
"350",-2.74148286690227
"351",-0.888781180351779
"352",-0.469189591883516
"353",4.3977999539874
"354",-9.37822469138695
"355",-6.52251424501703
"356",-8.16209689919241
"357",5.55058244419186
"358",-1.08544076245632
"359",7.88323989707083
"360",2.52007761647107
"361",-0.934544495513723
"362",9.54265803914705
"363",5.40432931283528
"364",-7.35674982714138
"365",-3.78188141456806
"366",-6.47114126477391
"367",-7.15172569488343
"368",-1.01467343243533
"369",1.96559220208521
"370",-7.9897084070791
"371",9.81658999069121
"372",-0.931232036400997
"373",-7.07888060149997
"374",-0.98330096437178
"375",-6.37576079520486
"376",9.42542734241756
"377",-5.20672841437527
"378",8.67389955178951
"379",2.9372337451147
"380",-11.6924155680854
"381",6.95156703183645
"382",-7.4390273992023
"383",-4.31445462748361
"384",3.47641596942797
"385",7.7349308906129
"386",-8.49494451689391
"387",-7.20028719380673
"388",1.70462259984244
"389",8.71018179475172
"390",-7.3484121562121
"391",-0.518125526074797
"392",-8.02451804615752
"393",5.20655364878109
"394",-3.84905820851372
"395",4.28569233643371
"396",-1.49080748343709
"397",4.17820951936287
"398",-4.78879674357656
"399",5.90891508094403
"400",-1.0627027512744
"401",-4.38730523437594
"402",-0.357453587163598
"403",-5.55761543578615
"404",-3.2204373902602
"405",-6.07416076528058
"406",-4.14331076836409
"407",-9.32374414862263
"408",-6.36807720328707
"409",-11.2853668383453
"410",-6.82464729626848
"411",3.52782693333869
"412",-8.4368629455683
"413",-6.26315731316661
"414",3.85380416441799
"415",-4.5342944185973
"416",-4.3168002753957
"417",8.65335542742825
"418",-7.35509182300265
"419",-7.98263685954058
"420",8.59563396513276
"421",-8.27060007544432
"422",-1.01020969964955
"423",5.04700052084718
"424",-3.75847529718977
"425",2.47482064221508
"426",-9.28176765799563
