"","V1"
"1",4.31414763860592
"2",2.03258279711008
"3",-4.20820558909327
"4",5.95435522962362
"5",6.20740347541869
"6",0.579815208911896
"7",8.6344749154523
"8",0.954486364498734
"9",-0.979058821685612
"10",4.40405740402639
"11",8.49992319941521
"12",4.65476516168565
"13",5.5778004322201
"14",-6.66041903197765
"15",-5.23356415797025
"16",2.91066180448979
"17",-0.999459596350789
"18",-9.83878188766539
"19",8.14961999189109
"20",2.80580527149141
"21",-2.63151809107512
"22",7.11154814343899
"23",-9.87322154454887
"24",-9.25374519545585
"25",-8.15709158778191
"26",-1.91263723187149
"27",8.37354904972017
"28",4.49778218753636
"29",7.70076308399439
"30",-2.87798654753715
"31",9.78179522324353
"32",4.04911658260971
"33",-7.60884100571275
"34",-4.90056897513568
"35",-4.51031689997764
"36",-2.19267786946576
"37",-0.459406321455917
"38",8.96357535535959
"39",9.81728392185134
"40",-9.51754167574733
"41",-4.14164599638609
"42",-5.84531556078705
"43",8.03389265427712
"44",-4.48593948488136
"45",-4.16889930077964
"46",5.42306921563098
"47",8.04686373868205
"48",1.74029115173635
"49",-5.44191275683579
"50",4.21362733229948
"51",-5.40988424007485
"52",-5.25213825255507
"53",-6.99599409941584
"54",3.45567327924073
"55",9.53760350123048
"56",-9.26462331786752
"57",3.67235837038606
"58",-0.494021819904447
"59",-6.88908154610544
"60",-3.44853670801967
"61",-9.16526005864897
"62",0.460427833804652
"63",-6.12929347475635
"64",-6.77766881256088
"65",2.67016415210076
"66",-3.86074407941939
"67",2.25433916923906
"68",-7.28794719830061
"69",-3.95966087023945
"70",-1.38898425448097
"71",-0.355865621514544
"72",-8.74668862407691
"73",7.46076710136272
"74",6.9517595616459
"75",-0.0115705259189384
"76",7.44460794229976
"77",-9.08225737445895
"78",-6.94946079846409
"79",7.48357242510796
"80",-1.50990470339565
"81",8.56473940268478
"82",0.24965723768738
"83",4.2108053388064
"84",0.183720737695694
"85",4.8476162366569
"86",2.76209883857518
"87",-6.82943985797465
"88",-4.34488620609045
"89",4.95093285909072
"90",5.68375391366774
"91",3.64092193640933
"92",1.13378994363157
"93",8.90047566273977
"94",-5.38640307830386
"95",2.81027098172455
"96",0.297680222065274
"97",6.45866960899143
"98",-7.02370341941204
"99",-9.48717261245484
"100",7.6372015392428
"101",-1.05949322820661
"102",7.24349462753232
"103",0.958088163155143
"104",1.64290021233825
"105",7.66581329290434
"106",0.0459334380190603
"107",-5.1628791513589
"108",-7.4811744507765
"109",4.41101550339534
"110",-3.53180258302605
"111",0.464005362724769
"112",3.37231644909082
"113",2.59440503548831
"114",6.25918796751648
"115",1.81530497502536
"116",2.13996740058064
"117",-6.42629266464901
"118",-7.61432788060509
"119",8.08258062018286
"120",-1.56407823754898
"121",6.43650907642804
"122",6.64058021096657
"123",1.6803614654318
"124",-4.86483423445332
"125",-8.28701917490395
"126",8.7826700260448
"127",-4.63440151124475
"128",0.111307460975457
"129",5.68772032468388
"130",1.95201035309724
