"","V1"
"1",-26.7257770683202
"2",-42.9008899489418
"3",38.815674954094
"4",2.74537249933928
"5",49.1253494052216
"6",47.4870997015387
"7",44.1402288386598
"8",-12.0378651190549
"9",-48.6621865537018
"10",-11.4822450792417
"11",16.2386323790997
"12",-40.5969762708992
"13",46.9767075730488
"14",-19.4899739883269
"15",-27.6715389494176
"16",-43.4597776969895
"17",7.35938940197229
"18",-4.78963230270892
"19",-16.3344122469425
"20",31.5771455178037
"21",22.3029759712517
"22",46.2035681586713
"23",34.3811816768721
"24",6.28824916202575
"25",49.9170275172219
"26",-17.2148804645985
"27",-13.494158629328
"28",-15.4923947760835
"29",-43.1510146707296
"30",-15.4851421248168
"31",37.7889837604016
"32",-18.2519966037944
"33",-15.8944784197956
"34",-45.0544248603577
"35",47.433625923214
"36",-6.58238655702907
"37",19.5708891227444
"38",45.9405512156595
"39",35.8958718813009
"40",-33.9218091657532
"41",-16.0264312315661
"42",-19.7537706335132
"43",-40.200890208966
"44",46.4599163853823
"45",-2.36462965650063
"46",2.6637803465366
"47",13.918803883451
"48",12.4127469855939
"49",-30.9074907785891
"50",29.8080392930537
"51",-19.7457873670106
"52",34.5339639860111
"53",5.40499802187183
"54",-36.5720995469019
"55",-8.97590694949031
"56",-14.0950238332152
"57",13.6699960101396
"58",10.3750917827711
"59",-11.9118943810463
"60",3.31524918857714
"61",-33.4202206607953
"62",-28.9113533477954
"63",-20.0139483869712
"64",-28.2986530116377
"65",28.2827170170408
"66",-30.2531041886159
"67",43.954868039385
"68",27.0330713078746
"69",-5.78337710251531
"70",-17.9516367060354
"71",-35.8929492536545
"72",-5.14844343079682
"73",-6.91659492933538
"74",-12.3960984099516
"75",-5.66685106538604
"76",31.3341135186354
"77",-35.4823405741732
"78",33.0819743905461
"79",-40.5270201024654
"80",43.7513286367577
"81",-7.6097836425949
"82",45.9812936847033
"83",-5.37035726125386
"84",45.473917783238
"85",12.205792684108
"86",-47.4027200834826
"87",-32.5895516434684
"88",-19.6422479265779
"89",36.6211984492644
"90",-3.56755970203512
"91",37.493728059529
"92",-25.6563516859739
"93",10.2340170777532
"94",28.446950246005
"95",-45.5263442325258
"96",-22.1592609786841
"97",-2.51626356151547
"98",-5.53513259644625
"99",23.473445310425
"100",-33.4655752555044
"101",-9.57392084065479
"102",-44.2265298065235
"103",14.0399835752431
"104",-33.7994782221344
"105",48.1030523180431
"106",-44.3180977948989
"107",23.6154345468156
"108",45.1177493539473
"109",-32.9715389924544
"110",-4.33134406033389
"111",-0.89282395164209
"112",32.791390773424
"113",41.6951372753829
"114",-8.07294410187751
"115",42.2046606894583
"116",-43.7325149195032
"117",-13.2932719236534
"118",-43.4630617866146
"119",-22.9708790737024
"120",13.301423907356
"121",18.7367052506258
"122",-0.78089977516132
"123",-19.0437122852956
"124",16.61631417649
"125",6.40442897031565
