"","V1"
"1",-38.5625834355728
"2",24.6884484775364
"3",-47.6669855881482
"4",-39.3608215963468
"5",38.8813402270898
"6",20.0865868944675
"7",-12.5937450444326
"8",-28.8379015401006
"9",20.6552940886468
"10",35.5672971578315
"11",11.9463206734508
"12",37.4957343796268
"13",47.0414412673563
"14",22.718101939216
"15",36.5093080355653
"16",13.8882922968694
"17",40.1389607811613
"18",33.6472649127245
"19",7.2314276592806
"20",36.3997678505257
"21",-5.40457696188241
"22",25.9300596546382
"23",36.0296402592212
"24",12.657475611195
"25",-35.20712479949
"26",0.554308900609612
"27",4.5616292161867
"28",32.760436553508
"29",38.8932556379586
"30",-7.99003189895302
"31",41.2132785422727
"32",42.1730269677937
"33",-3.70678592007607
"34",18.214551453144
"35",-49.0265915894933
"36",-30.8302285382524
"37",-37.403462967599
"38",19.3025479868795
"39",-16.1134007453439
"40",-16.9074340467309
"41",-33.9741284909139
"42",21.2388312974917
"43",30.6696533970817
"44",-15.3248563886335
"45",36.9176118112657
"46",-47.4159720211436
"47",44.0385044047987
"48",-11.9667411829057
"49",-30.9741369318759
"50",-7.84310288501503
"51",-35.6891005813464
"52",45.5961376094827
"53",39.2964584419877
"54",15.9543372923508
"55",48.0030933395028
"56",44.5833325386047
"57",36.042816680856
"58",8.83631515316665
"59",-16.2971286801621
"60",33.0619730055332
"61",35.6401719114622
"62",-3.35542801779057
"63",-28.424779574853
"64",-22.543783458703
"65",-45.8302121264782
"66",-6.2072632127367
"67",-11.5453009593487
"68",-24.2038433025906
"69",18.1220083853331
"70",27.4990276789509
"71",2.40848367816205
"72",-29.6036325736676
"73",43.5766988282188
"74",40.037648937509
"75",-8.41224303538196
"76",-35.4593532287306
"77",10.829597615294
"78",34.6682236347164
"79",-15.9340822341092
"80",22.461148814484
"81",19.8960470002485
"82",-49.0702142268236
"83",22.5657471688464
"84",-38.5325598996133
"85",-19.1617916570976
"86",-46.3219721801579
"87",4.16074125096202
"88",-17.2937012976035
"89",-12.7417746824469
"90",3.17616359663013
"91",-20.4929981542244
"92",-27.8973613155134
"93",23.6381686680486
"94",27.2209005082313
"95",-44.6553627883275
"96",1.14132981673767
"97",-46.5400655318941
"98",-33.0655770213195
"99",21.3193170913282
"100",46.8541301885861
"101",33.6059057204918
"102",-31.9866050306897
"103",-46.1666031967911
"104",-46.6485748588606
"105",-21.1362905425203
"106",-29.0308639398957
"107",16.5126597586845
"108",-35.5617845963416
"109",-32.6396027531826
"110",-46.4722696860312
"111",-29.9759726790212
"112",31.0638378141448
"113",21.7115055769682
"114",26.1694460641593
"115",44.2451848690997
"116",32.98989030869
"117",-24.8713697023885
"118",-26.8408473964025
"119",13.1010286848906
"120",-13.5176458426789
"121",28.0064036726727
"122",-8.42553552826739
"123",47.6887436559877
"124",-34.1630630460211
"125",-37.8598077560156
"126",-32.143497600162
"127",47.5055201431895
"128",-41.9399659508622
"129",-26.9739016697759
"130",-17.8734656767909
"131",-11.1696097874754
"132",-43.5979920607621
"133",6.33350739231641
"134",45.2585452692546
"135",45.4205802395728
"136",-15.3533300086182
"137",-4.24677692745121
"138",2.78488369577947
"139",-43.6641732558719
"140",-3.9644191825601
"141",33.5782480658963
"142",-45.8269598893821
"143",-2.82740441616625
"144",-39.4633736868307
"145",2.78326240129751
"146",18.414121157268
"147",-48.4823778129119
"148",44.8456360732771
"149",10.0989472723763
"150",-51.0944404264424
"151",29.0125616237907
"152",-5.03823487817212
"153",-49.5692160268972
"154",-24.4139100601333
"155",37.9875623938064
"156",20.8126770476168
"157",19.1365954715407
"158",15.9043807383318
"159",11.6571520203207
"160",-16.2105117103508
"161",-8.29219916922312
"162",-7.7356624090979
"163",14.4956159341927
"164",29.3990322639119
"165",-37.1589289486061
"166",8.71411054549511
"167",-19.2215772145868
"168",14.763840975826
"169",-30.4986921243066
"170",-17.3059058608487
"171",-22.7354345557299
"172",16.2324891057706
"173",-41.1202443386878
"174",-44.86570552084
"175",-34.4602557263372
"176",-38.5123687417609
"177",-12.2864252035094
"178",33.3408238783638
"179",-0.68644373145324
"180",30.6887708471878
"181",-9.89459231804758
"182",-17.2084523718286
"183",6.4298237314234
"184",28.9766198168438
"185",19.2061458621106
"186",20.1610430062971
"187",26.4729105707767
"188",29.2813935402854
"189",25.1306857581365
"190",-1.51322153290786
"191",-33.143454063208
"192",5.49295671830917
"193",2.38496481612945
"194",-5.70610172311677
"195",-49.4415044407325
"196",9.9782618158288
"197",41.6298529948671
"198",22.429161099717
"199",-19.9515108283951
"200",34.4501395029814
"201",-8.27367577056637
"202",-4.86392594194425
"203",-2.02972002662096
"204",8.62534996835
"205",-49.6353931952733
"206",-6.11277573082054
"207",9.92319846940047
"208",-9.83092717889966
"209",0.22924600226467
"210",-40.3092324960867
"211",29.1606253976688
"212",-9.87089201999289
"213",14.9499781049675
"214",-38.1149038014503
"215",0.250205305206555
"216",-9.63159960045485
"217",40.1776108361904
"218",-22.5248493863118
"219",-45.9351238417632
"220",-30.4749173124162
"221",-16.4283264565172
"222",23.8422410669278
"223",11.8152291535234
"224",-10.8147734429255
"225",-17.2227445997535
"226",-30.8645895372778
"227",-37.6387323082795
"228",0.13619031750403
"229",-36.6607912449851
"230",-44.468188505075
"231",-11.2794885794149
"232",-33.7899384662541
"233",-44.3356087545392
"234",9.40638448676469
"235",5.64592835511248
"236",26.8280336986165
"237",21.6976109905
"238",-45.7700786979198
"239",2.68036582930119
"240",21.4634652044163
"241",-25.5863138535666
"242",16.7399532365281
"243",-37.375360258525
"244",-29.7562464337778
"245",-7.04542823079542
"246",-8.36664013249248
"247",0.830431826125346
"248",45.7974920508222
"249",-24.5345701327087
"250",-32.9858088835046
"251",-15.9603082698528
"252",-27.8934964403659
"253",-25.7305505205745
"254",-20.2011676635922
"255",9.4023574116841
"256",-27.0394121688128
"257",40.861870264264
"258",-42.4796009815792
"259",21.8764857921729
"260",-13.0626376037697
"261",9.22433115941933
"262",18.0130473292786
"263",-23.2007927250245
"264",-24.5658497924668
"265",26.2354229515494
"266",-26.8805929123834
"267",43.8189389633223
"268",-25.5713802921109
"269",-22.493544810508
"270",41.930035285605
"271",26.2803175737906
"272",-6.91883337009693
"273",21.981503657464
"274",27.3361348360177
"275",44.8023688708008
"276",-10.560489104585
"277",7.22216216320194
"278",13.3354742859064
"279",38.4066980114584
"280",16.1117283302246
"281",41.6140751232578
"282",48.4641854373719
"283",-37.925753949529
"284",-38.9700811617423
"285",-26.2470461978258
"286",-46.0289629656716
"287",38.5958474290842
"288",10.1010517139109
"289",-38.6669641344979
"290",2.82429070940245
"291",-28.3562880950157
"292",-39.1571841701351
"293",19.3339763010421
"294",23.2855511081383
"295",24.920362795986
"296",23.2855284556471
"297",8.47800901075066
"298",-32.8844899211139
"299",-9.44537212290327
"300",45.5324165297061
"301",-26.4403214132628
"302",3.00405918008257
"303",47.0253689100378
"304",-45.6066736699173
"305",46.8634502972196
"306",16.1641960634672
"307",-25.1547675586818
"308",31.2963232755136
"309",-23.2381055307641
"310",31.1952260244808
"311",-13.7607670814198
"312",-22.3166022732639
"313",16.9602184121338
"314",-23.9415521026558
"315",-16.9875596610108
"316",10.7820317984889
"317",7.46984259210304
"318",2.21935819624255
"319",-2.90219543639677
"320",4.6654198062246
"321",-31.8544908168442
"322",7.36072647440743
"323",-38.4089777511331
"324",31.7622134337086
"325",8.33618129412081
"326",-13.6086513917315
"327",-45.8266846540659
"328",-12.5524182664452
"329",5.72596064888794
"330",-8.81625780011562
"331",-24.9854727653834
"332",49.7342911741809
"333",9.48593353476173
"334",10.7859675806893
"335",-31.8628375073651
"336",-42.2627177452138
"337",10.3237498229168
"338",-12.8203009538421
"339",-38.6643409985468
"340",-13.9181887123
"341",43.0012708855453
"342",-1.40330663596243
"343",4.01311648504062
"344",35.2594603423309
"345",8.25157430421285
"346",9.9797236620428
"347",-15.2502881578083
"348",-40.5804940916561
"349",-7.97833327890239
"350",-27.682824049167
"351",-39.0273225833224
"352",-4.70430653750195
"353",18.3462100458225
"354",2.5897202038523
"355",-40.4582929982047
"356",30.1915103143073
"357",-29.1523078782534
"358",39.1281864806857
"359",31.4629338891599
"360",-32.8870987687938
"361",30.7007367652842
"362",-13.5079783785584
"363",-16.8266011734679
"364",-40.3680128617257
"365",-37.2407930340723
"366",-25.1221490834984
"367",10.6405155164801
"368",22.618199556714
"369",-32.5910503231188
"370",-41.172810542612
"371",18.4806457340311
